Stemming,label
cerdas berani tindak plin plansmua kosmua akademisi pintar beril bicarayg krg menjalankn tindak nyata,positive
buzzerr anies komen panen nasi bungkus,neutral
ganjar urus jawa tengah becus nekat urus indonesia pilih anies realistis,neutral
anies hanua jakarta kerja sekatang baik plt janggal pohon monas raib mana,positive
ganjar lemah jekaskan teori literasi praboeo lenah persis model kanpanye jadul janji rekam jejak anies baik adal komisi pilih umum bawaslu jujur,neutral
prabowo realistisbrtidak pintar omong bohong brbrdia kuat setir,positive
wan abud teori dipraktekin ganjar teori praktek,neutral
keluarga pilih presiden rekam jejak busuk,negative
prabowo berangkat ciri khas militer pimpin bangsa ganjar berangkat komedianya bangun anies berangkat pikir ide gagas maju indonesia kakak brsemangat,positive
anies omong akan calon jabat apaseakan newfreshpdahal pimpin jakartadan dilakukanbrbrngmg kesetaraankeadilanperubahanbrwoyyyy bangunbrlalu kemarin dijakarta taapa perubahanbrbrgk kapok,negative
prabowo kerja nyata omong doang kerja kagak nantinyahehe,negative
orang jawa pengin anies baswedan presiden pencet,neutral
baca komen jam isi pro anies,negative
kakak nana acara bikin polling calon presiden tampil ide gagas solutif,neutral
alhamdulilah dengar ide gagas calon presiden sehat calon presiden khusus anies,neutral
lihat anies langsung negterbayayang kipas angin,neutral
menang jatuhin ahok program mamprang presiden omong gampang implementasi sulit,negative
program mamprang coba sebutin mamprang,negative
luas manfaat kjs kjs tambah manfaat guru aji ajar sekolah minggu jaga rumah ibadah ceramah khatib muka agama rumah lindung perempuan anak buka peluang wirausahawan program oke oce,neutral
lihat tayang mata najwa anies suka mat bingung program dar janji,positive
pidato prabowo acara wwe smackdown suka itubrdan voting,negative
kakak nanaadakan survey presiden pilih rakyat anies insyaallah unggul,neutral
cari pupuk susah terus rubah dooooong,negative
coba ganjar pdip penngen pimpin beliau negeri inilugas,neutral
tugas partai pimpin negara satu republik indonesia putus tangan bikboss partai,neutral
alam pintar bicara hasil sesuai harap,neutral
ganjar bawa sikap jokowi lawas menjualbranies bahasa rapi santaibrprabowo gaya militer gaya orasi pilih bahasa terlu intelek rada susah masuk orang awam,negative
buset isi komen condong anies pintar iya beliau harga sempat kasihan iya pilih prabowo modal iya pilih partai duit ganjar jabat negara merah,negative
ganjar pdip perino hanura doang bos,neutral
prabowo orang pintar omong pintar terap pimpin pintar teori konsep berani ambil resiko penting negara bicara less more,negative
prabowo jujur anies omong doang bukti jakarta citra doang,negative
dipungkiri gagas pikir lahir alam nila pandai orasi asumsi pimpin maju ekonomi miskin tambah beda ganjar bukti pilih cerdas pimpin benarbenar pikir penting rakyat gaspolll ganjar,positive
buzer ganjar pranowo prabowo bilang anies jawab orang dukung otak jelas anies baswedan,neutral
muji dukung anies baswedan rame kesal ngelike,negative
rangkai katakata anies juara lihat kerja hasil tipu katakata manis anies hasil kerja,neutral
masingmasing mari doa dukung anies baswedan kursi indonesia amin,neutral
orang afiliasi penting pilih anies,neutral
guru tugas ajar muridbrbukan indonesia anies,negative
tukang survei mana iya survei komen dsn,neutral
mana orang tau debat publik bicara anies menang telak banding pimpin negara benah birokrasi az urus indonesia jago bicara publik faktor lainbrbrjadi anies prabowo ganjar nilai tunggu program resmi,neutral
mantap ide gagas anies kerja kerja kerja level kepala proyek pimpin negara gagas visi satu,neutral
ganjar keren detail data pakai bekal bangun indonesia dasar alam gagas muter awang awang,neutral
sayang pdip hmm sebgus bagus setir pdip,positive
anies setir mase parti percayalaaaah pure,positive
zxhmxjbtapi raja iya partai merah berkalikali tugas partai nurut majikan harga orang jabat kes cari nama,negative
nama acara bicara gagas baca catat pakai slide wkwkwkwkwkkk,neutral
cerdas ha anies henti kemendikbud jokowi,negative
sayapak prabowo penting semuanyaitu rakyat indonesia mantap prabowo subianto presiden,positive
anies anies lebar poin dukung,positive
kakak najwa shinab profesi direndahin ganjar disrespect,neutral
buzzer anies dikitdikit atas nama rakyat wkkwwk rakyat rakyat intolerant radikal,negative
katolik nasionalis terimakasih kasih prabowo pilih suara selamat juang,positive
sebar teman teman dekat kakak,positive
ganjar hebat bicara data beda calon presiden,neutral
adu segi apa anies obat,negative
banyak pakai ganjar sifat ego seolaholah kerja perangkat kolaborasi perangkat bantu rakyat,negative
mikro umkm jalan ganjar jawa tengah anies mikro umkm bukti,neutral
dengar gagas anies gagas masuk akal anies baswedan dapat pribadi maaf ganjar prabowo,neutral
rocki gerung pakai kuat titik kuat titik gagas anies realistis masuk akal,positive
anies presiden selamat akal sehat rakyat indonesia pondasi modal cerdas kuat anies jadi indonesia negara maju adil brbrpemaparan gagas anies baik sesi indonesia maju lahir pimpin cerdas,positive
gagas mudahmudahan anies rasyid baswedan presiden amin,neutral
indonesia ubah sistem atur anies,neutral
bakal calon presiden baik putra putra bangsa,neutral
kandang anisdia anda kumur bilang cerdas puja,neutral
kelas universitas gajah mada lahir lurah uban kelas najwa bilang berkualitasindependen kemarin ajak adu gagas universitas indonesia mau mana istana kantor pusat partai merah chna,neutral
anies baswedan dongeng doang bicara sesuai fakta,neutral
anies keren matang realistis gampang paham adil bebas dapat gizi didik lapang pekerjaanbrbrfix insya allah keluarga pilih anies,positive
buzzer anies menuhin komentar sadar survei gagal calon presiden,negative
iya akun asli hidup prabowo,neutral
capresnya prabowo vs ganjar unggul ketimbang anies,neutral
gagas argumen logis realistis anies blunder muter ngedabrus,neutral
contoh jakarta hello jakarta ambyarr kakak pegang anieess,neutral
dengar bagai acara dialog bakal calon presiden anies berani hadir simpul calon berani debat kalang internal anies mana undang tampil ide gagas beban,neutral
anies kerja wajar hadir omong tok,negative
mohon cek acara aktif tri jadwal,neutral
mantap selam media sosial berita berita,positive
kerja calon presiden fokus kerja selesai,neutral
mantap probowo layak presiden indonesia,positive
anies bicara gagas batas gagas masuk dalam realita tantang gagas hebat indah pikir,positive
anies jago tata praktik ah lihat jakarta copas doang ubah judul kembang kota plus anies mohon maaf anies tipikal kbanyakan assesment teori risk taker developing butuh pimpin berani penuh action,negative
orang pakai kuat titik orang kuat,positive
host terimakasih salur baik indonesia laju maju,positive
iya hilang korupsi naik gaji pejabatsolusi prabowo eh pakkau pikir gaji keluarga korupsi kesempatanbukan gaji,negative
salah anies letak acara malas tonton degradasi tampil anies hidup anies baswedan,neutral
butuh negara pempimpin rakyat turun langsung kondisi masyarakatbukan teorigagasan visi misi jalan lapangancuma pas ganjar pranowo lu anies maskulin takut panashujankotor,negative
kuli panggulkuli bangun panas panas nama presiden otak negara mana kabinet tri tri bijak adli rakyat bahaya pimpin utang gunting pita bijak rakyat jangka puluh rakyat beban,neutral
anies bagus omong degan realita lapang,positive
anies bilang bebas tol masyarakat bebas intensif untung tol sesuai peluang tambah konflik sosial lahan ganti rugi masuk rekening intesifnya jabar anies kuat eksekusi ganjar prabowo aduh bingung pilih,neutral
titik utama adil insyaaallah sejahtera,positive
pilih pimpin nato action bicara,neutral
kakak anies jaggo broo jago omong mksutnya,negative
anisbicara kebebasa bicaraapa anies laku pilih presidenbila media sosial hina dina presidenbagai,negative
anies manis percis sblom gubernur janji omong kosong dukung bilang anies cerdas tertawa iya cerdas bicara action,positive
butuh otak intelijen ratarata paham gagas prabowo sosial media situ,neutral
gen prabowo gajago omong actionnya nyata,positive
menit refleksi prabowo rakyat prioritaskanbrtak beliau dikacabrkarena terlihatbrdidepan kaca lihat rakyat indonesia mata brbukan refleksi kondisi bangsa diribryang rekam kehidupanbrbrtiba air mata tetes,positive
prabowo papar prestasi angan angan capai jalan,positive
omong kosong ganjar laku putus hati rakyat,negative
dah isi robot anies komen,negative
klamet klamet nglamuti oopooo jane,neutral
pilih presiden ngebatalin piala dunia pilih indonesia,negative
ganjar baik brnext presiden indonesia,positive
anies baswedan materi gagas slide brberarti materi murni otak laptop brbrgua berani taruh debat ide gagas teks laptop anies baswedan menang,neutral
pakai slide pakai data fakta dar isi karang,neutral
orang ikhlas indonesia prabowo subianto almarhum gusdur,positive
bhati busukb rusak dengar indah mulut output isi pikir bkinerja burukb brbrrakyat cerdas,negative
jakarta contoh adil angka putus sekolah omong jakarta blunder luuu,negative
orang awam gagas anies rasyid baswedan sambung indonesia mudahmudahan allah swt meridhoi anies pimpin negeri,neutral
doain diomonginnya nyata bullshit doang beliau laku jakarta narasi gagas mah bagus bukti tertawa,positive
anjing merinding haru menang dengar refleksi prabowo benerbener tulus bangsa pribadi citacitanya sungguh mulia haqul prabowo presiden amin allahumma,positive
papar gaya komunikasi rekam jejak contoh kerjakanbrhanya ganjar mumpuni,neutral
jawa tengah miskin umr rendah jalan rusak kaliankalian pelihara miskin pakai sembako biar pilih partai demokrasi indonesia bilang,negative
tonton papar capresbropen mind broobrjangan makan bohong mlulu,negative
lihat data kunjung jawa tengah brjakarta parah miskin umpetin kolong tol pluit,neutral
anies kuliah bicara teoribrbrpak ganjar orang tua crita gagas barubrbrpak prabowo orang bangun tidur nglantur,neutral
nama baikbrbrrefleksi hidup anies baswedanbrribramin,neutral
prabowo ikhlas thd rakyatbrsaya ubah prabowo,neutral
kaya prabowo unggul hebat bisnis moga bawa indonesia maju kerja keras usaha brilian kaya moga rakyat indonesia hebat bidang ekonomi moga amanah amin,positive
anies jakarta bikin trotoar taman bangun kota bangun pinggir kota gagal dijakarta calon presiden pintar rangkai,neutral
gagas ganjar tarik anies prabowo oke,neutral
anies meleset tema rantau jepangbisakah gaji pegawai indonesia setra jepang kerja indonesia habis habis visa,neutral
aneh iya usulanya apbn potong partai triuliun,negative
prabowo anies keren bagus lugas gagas bingung hmm ganjar omong,positive
prabowo kuasa beberaapa bidang jawaaban kes main aman cenderung ambang spesifik solusi masalah,neutral
ganjar omong sana enkorporosano sono,neutral
adik sayang urusankubrkalau rakyat indonesia biar urus prabowo,neutral
komen anies prabowo komentar anies ganjarbrdi kursi presiden anies surpey dngn realita yaahhbrarb layak presiden kdepan,neutral
iya anies rame buzer doang survey kalah tertawa,negative
analisis pribadi bos dngn landas kpanasan,neutral
rg kuat titik kuat poin,positive
coba anies baswedan sejahtera ojol mayoritas mata cahari ojol juang keluarga laki laki kena phkhabis kontrak kerja tolong dengar suara ojol ojol tentara,negative
gagas ujung bohong janji pilkada jakarta qualified bangga indonesia pimpin tukang bohong anies,negative
pasang amin alam rekam jejak bidang perintah lengkap jabat perintah provinsi tri jabat dewan wakil rakyat paket komplit hadap mau rakyat birokrasi,neutral
anies ide masuk cerita telling doang,negative
adil dengar cawapresnya bicara sumpah ganjar gagas cerdas punyak solusi bobot,neutral
simak jejak rekam brpk ganjar pastas presiden,neutral
prioritas hukum insyaallah indonesia jaya,positive
polling mbak pilihn calon presiden tuju,neutral
tiga bakal calon presiden tampil universitas gajah mada nilai anies layak pilih pilih umum presiden insyaa allah anies presiden amin,neutral
bikin bambu juta hidup wekwekwek,neutral
itu lu tegak lurus kakak ganjar,neutral
jdjp selera dongeng iya jawab suka ngalor ngidul najwa erti ganjar omong,neutral
pimpin presiden maju bangsa indonesia,positive
cari pimpin pintar arang anies pilih pimpin cerdas ganjar solusi pilih pimpin temperamen suka ngamuk prabowo pilih,neutral
ann pintar omong kerja tuhan nyiptain manusia sesuai kmemmpuane omong pintar kerja pasto keblinger,negative
anies baswedan partai nasdem solusi pertanyaam kakak najwa sihab,neutral
presiden pssi piala dunia bawa sepakbola indonesia piala dunia,neutral
mana adu gagas bakal calon presiden anies tampil menang jelas masalah papar baca materi siap tim jawab muter,neutral
anies prabowo oke gagas ganjar mohon maaf malam panggung,neutral
anies sosok milik potensi biasatapi sayang partai usung presiden indonesia inibrpertanyaan anies bayang bayang partai jokowi inimengingat pimpin parpol usung anies orang orang senior dunia politik indonesia,neutral
tolong lunas hutang negeri tumpuk beban rakyat brlalu proyek rempang galang wadas jilid,neutral
misi terfikir bakal calon presiden moga pilih presiden indonesia prabowo,neutral
amin amin amin iya allah moga capai cita prabowo cinta,positive
cwplsyk nyata bukti segenap jiwa raga pribadi pilih prabowo,positive
anies omong kosong omong kosong doang lihat jakarta kalangkabut tertawa,negative
bismillah ganjar pranowo terus jokowidodo,neutral
sesi refleksi anies asli bikin,neutral
lawan sunatolah air masuk tanah alirkn laut hahh,positive
brbagi bakal calon presiden anies ribu ngena,neutral
ganjar prabowo milik cita indonesia emaskeduanya papar gagas besar data anies,neutral
aniessss mudahn presiden amin ua allah,positive
membyar hutang negarabrtbrcari pimpin pun bumi membyar hutang negara tata indonesia raya negara mandiri,neutral
arb kosong urus anggaranbrps tau tinggal orde orde korup seduniabrbrbbersyukur pilih ganjar dukung dipilihb,negative
masuk akal papar logis timbang calon presiden anies prabowo moga sesuai nyoblos hati pikir tentu keluarga pilih,positive
tonton penuh jam menit detik,negative
pimpin jujur tindaklanjut teori ditindaklanjut infrastruktur beranta kerja,neutral
jokowi kritik prabowo jabat miskin,neutral
anies merakyatkami lurah jawa dukung anies indonesia titik,positive
negara pimpin anies brbrurus jakarta menteri didik sebentar doang wkwkwbrbrgitu presiden,neutral
calon pimpin rakyat indonesia anies rasyid baswedan,neutral
media sosial media dukung anies lmyn realita dunia nyata bugitu laku,positive
prabowo energi alam pegang komando,neutral
prabowo subianto beliau pandai nyata bekerjabrmenteri baik kabinet jokowi indonesia maju,positive
prabowo cawapresnya ridwan kamil beuh menang,neutral
orang kuat titik orang orang kuat puny titik rocky gerung salam akal sehat,positive
debat pilih orang suka bohongkalaupun bohong tagih janji moga kasihan gorongnyacapres jejak sekolah kuliah clear,negative
ganjar pintar indonesia maju pesat,positive
pimpin ikhlas prabowo prabowo mati bangsa indonesia sejahtera amin,positive
gusdur iklas prabowo pesan prabowo mati lihat indonesia martabat makmur harta cari iklasannya bawa indonesia bismillah prabowo,neutral
fair netralyg bagus jawab aniesyg jelastp smntra netralbiasalah politisijualan janji,negative
nilai kualitas calon presiden mudah tinggal komparasi jawab rekam jejak gagas pijak tangan pengangguranpengentasan miskin didik sehat tanah bebas berekpresi korupsi pimpin realistis anies,neutral
calon presiden pintar olah bangun bangsa,negative
prabowo rangkai katabrprabowo pencitraanbrprabowo paham butuh negara,neutral
anies mah cocok juru bicara juru bantah juru ngeles,neutral
dana desa versi ganjar trust desa sinkron rambu rinci nilai bawa anies adil tara,neutral
pikir polapola fitnah bohong lancar prabowo subianto hasil beliau benarbenar ubah bukti kerja menteri tahan,negative
amin presiden braamiiin robbal alamiin,positive
pintar omong panggung pandai rangkai pokok,positive
anies uang muka rupiahbrbahasanya anies bohong,negative
ganjar melanjutkam rempang misi partai,neutral
baca pres ganjar pranowo pilih dukung,neutral
isi otakbrbrgagasanbrbrkualitasbrbrapa kabar jakartabrngmg mudah sajadia dosencendekiawanpendidikan tinggibrbrtapi eksekutorbrktika gubernursering blunder fakta lapang,positive
anies gagas eksekusi trackrecord brbrganjar gagas eksekusi trackrecord brbrprabowo gagas eksekusi trackrecord brbrlihatlah pimpin trackrecord ucap manis tindak buat lainbrbrsemoga pilih pikir matang,positive
bakal calon presiden manusia sempurna gagal pilih realisasi gagas tugas,negative
anies pilih presiden korupsi hukum mati satu persiden pandang bulu,neutral
lihat ganjar sosok jokowi cagub calon presiden orang simpat bangga warga sipil asli solo nama cepatbrtapi mohon maaf presiden indonesia boneka partai,neutral
gagas perlu presiden nyali eksekusi,neutral
gagas anies realistis uang muka kosong jilid okeoce jilid,neutral
mantab visi misi ganjarjoss wes ganjar hilang doll gawe ganjar,neutral
sektor industri tegah atas harus impacts sektor didik tidak usaha tingkat skil pakerja kumpul dana usaha kelola denfan benah skil kerja didik,neutral
anies presiden ganjar presiden atur,neutral
salam sehat dukung anies ganjar prabowo musuh beda,neutral
prabowo brgagasan transformasi indonesia emas program prioritas strategis program nyata wujud dar teori suasana hidup tanggap okey sesi papar gagas prabowo,neutral
anies baswedan baik mutermuter bikin pusingnajwa shihab oke,negative
mantap ganjar suka dongeng cerita,positive
guru sd jelasin powerpoint gagas,neutral
panggung milik anies beliau layak menang moga kemodahan kmenangan braamiin,positive
baca komentar jagoin ganjar pdip,neutral
dukung ganjar aku spill gagas anies okedari anies ganjar prabowo comentmungkin timsesnya kreatif gali sisi beliau tonjol,neutral
menteri kompeten bidangnyasaya ragu mmilih anisbrbila presiden pal anes mmilih pilih mnteri djanjikan komplain jejak digital mgingatkan aniesbrsmoga anies presiden amin,neutral
gemas cyber security ganjar bahas digitalisasi ganjar ulur pintar audiens,neutral
but actually ganjar dulunya penuh gagas ubah idealisbruntuk tiga calon presiden pertanyaanbrbrbagaimana hutang apa partai brbrsemua rusak masuk lingkar setan,negative
aminbrsumatra amin khusus riaubrinsya allah amin,positive
tombol dukung ganjar program masuk akal ngaur,neutral
prabowo ucap tulus niat jadi indonesia negara maju gantung negara kode alam acara anies ganjar alumni universitas gajah mada prabowo beda tanda tiga prabowo presiden,neutral
anies ngomom mah pintar hasil kerja mah kosong rakyat pintar ngomom kerja nyata,negative
kadang tegang prabowo lihat pribadi ikhlas selesai tarung anies iya,neutral
buzer anies komenbrtempat silah monggo,positive
moga dar gagas lidah tulang mudah rangkai usaha realita implementasi,neutral
yakin cepat lambat ganjar pranowo indonesia,neutral
anies baswedan over powerbrsangat lugas cerdasbrcalon presiden syaa allah,positive
wajar orang awam tau pintar iya anies negara maju iya pimpin anies saya modal doang sepenuh hati modal pilih anies,positive
indonesia provinsi puas capai bagus bawa,positive
kemarin salam close door brgw tunggu eeh narasi bremang,neutral
capresnya dukung makluk hati fpi tumbang bumi pertiwi,positive
buzzer menang anies sosmedpara rakyat menang ganjar dunia nyata,neutral
suka ganjartapi suka megawati omong ganjar tugas partai,neutral
anies bakal calon presiden mudah paham papar sesuai rekam jejak moga anies presiden pilih amin,neutral
stand kakak pandji menit iya,neutral
calon presiden kasih gagas apa puluh acara debat calon presiden inti pilih calon presiden iya paling lain hati kecuali fatal,negative
pilih pintar kerja pintar bicara,positive
calon presiden bersaingbr prabowo subiantobr anies waswedanbr,neutral
prabowo kalah papar gagas dasar ganjar anies pintar omong,neutral
anies pintar sampai gagas tertawa jempol anies but sorryfirasat prabowo pimpin negeri,positive
banyak korupsi besar partai pdip bosapkah pilih kah bosjauuuhhhhh,negative
tba sok alim sok relijius tba mncul azad cra sjudx brduk smpurna plitik idintitas cmburadul pimpin wjib pxk idintitas smunya,negative
butuh bukti nyata bos dar omong percaya omong sesal hidup depan percaya omong bukti omong percaya,negative
lhu gampang omong pilih umum presiden salah proses bukti,negative
periksa rekam jejak hasil kerja jabat politik identitas ayat mayat kekuasaanbr langgar hambr tonton bokepbrmemang manusia sempurna kurang kurang calon pimpin pilih buruk buruk dampak langsung hidup masyarakat negara satu republik indonesia,negative
anies pintar rangkai katakata nama mantan dosentp sesuai lapang nantibrjakarta contoh pimpin anies sesuai janjijanjinya kampanye cagubbrrealitanya nopintar rangkai kataaja,neutral
buzzer orang jakarta mayoritas kesal pagi kerja,negative
kelas najwa shihab erti maksud ganjar,neutral
kakak nana bilang pandu acara tertawa,neutral
putra baik bangsasudah pimpin tegascerdasiklas wibawa prabowo subianto,positive
mah panggung arb capresbrpak ganjar prabowo kelas gubernur menteri cocok,neutral
terimakasih anies insya allah pimpin indonesia amanah adil,positive
mantap jelas anies langsung paham semangat calon presiden,positive
jujur omong anies realistis omong praktik takut pimpin omong manis,negative
februari dukung anies kecewa kalah brhanya pimpin negara ganjar pranowo prabowo,neutral
gagas dasar alam nila asumsi calon orang nomor wilayah masingmasing benarbenar pimpin eksekutor berani ganjar pranowo tegak lurus beliau,positive
partai tugas partai ketua partai pilih,neutral
tugas partai nalarbrjadi cemooh tugas partai malu tugas partai nyata kerja,negative
tuju kakak arsya fokus idepemaparan,neutral
prabowo kim jong un indonesia,neutral
anies baik gagas publik speakingnya diragukantapi maaf aniespilihan pilih imin lemah bapabrbrpa prabowo bilang bagus publik bicara banding aniestapi sosok sesuai indonesia prabowobrbismillah prabowo bismillah prabowo presiden indonesia amin,positive
pilih anies prabowo konten pilihanya ubah anies ganjar,neutral
prabowo misteripak anies pintar ngibulpak ganjar uji,neutral
ganjar uji bikin rakyat jawa tengah miskin hobi hidup tonton porno maakanya ditutuoi gaya nampang berwudhu sholat tayang adzan rcti,neutral
harap acara durasi jam indonesia depan tentu pimpin negeri,neutral
iya robbku brsiapa presiden depan moga amanah,positive
sumpah erti prabowo omong mata najwa anies ganjar oke gagasanya prabowo mental health anak muda didik roadmap didik makan siang,neutral
bismillah ganjar kerja nyata bukti prestasi,positive
anies penuh gagas gubernurbrgagasangagasan gagas,neutral
anjir jadi diskus kena culik nyata majas hyperbola culik,negative
mulut panji mulut sakit hati ambil panggungjgn batak pawangkau rendah batak jancuk mulut kadang rendah budaya indonesia,negative
patut aku ide anies pro prabowo lihat sesi anies rubah persepsi pribadi,neutral
juuuuuooosss coba rangkai sesuai mimpin jakarta eksekusi zonk,positive
whkiojl nontontonton menit kasihan lihat ekspresi ganjar diam bingung sorakin,negative
panji sakit yasakit hath haaaa segtyuny jokowi,negative
good kerja kakak nanabrsemoga orang buka wawasannyabrbukan pilih buta pakai otak,positive
tiga kandidat calon presiden enak presiden iya aniesbrprabowo bicara orang gugup keringat dinginbrganjar singkron,neutral
paham bicara prabowo kelompok orang beril wawas brmantap prabowo indonesia,positive
anies dosen profesor segi komunikasi bahasa pintar aksi kerja brganjar komunikasi kerja bukti penuh tulus brprabowo komunikasi background militer ahli bidang terjun langsung lapang brkalo pilih ganjar,positive
anies terima kasih janji manis,positive
tonton ganjar doang sisa bad record,negative
ganjar kualitas sederhana sahaja jlimet gagas visi misnyabeda anies jlimet muter prabowo jual janji,neutral
jual janji buka kader pdip kakak,neutral
hebat apa ganjar film okp tonton istana negara menteri,neutral
wkwkwkk ug jlimet muter genjer,negative
mesti tunggu arah butuh ganti presiden terus presiden joko widodo,neutral
anies adalahbrraja prankbrpembohongbrserigala bulu dombabrbapak politik identitasbrmenghalalkan carabrberkatakata manisbrtidak kerja,negative
masuk semuananysemua pintar omong doang mantab golput jokowi ganti,negative
anies orang cerdasbrpak prabowo orang tulusbrpak ganjar orang jokowibrbrwkwk,positive
pilih pimpin main politik identitas,neutral
eh adzan kabar wudhu lengan baju gulung wudhuin baju jual laku,neutral
nomor bicara kasih bicara omong kosong bicara,negative
anies cerdassedangkan prabowo cinta bumi pertiwi kitabrsangat sayang satu,positive
layak air hujan turun tanah,positive
aduh ganjar kasih cerita hadech,neutral
anies brgagasannya originalbrjawabannya nyala titik tepatbrgila benerrrr contek kepala anies bantu biaya didik dsb miskin alokasi tengah susah,positive
boneka pilih pimpin bumi pertiwi,neutral
ganjar marah marah kes membetengi dangkal pikir prabowo sambung rap api isi pidato zaman rebut merdeka sejati ngisi merdeka konsep cerdas konsep anies baswedan,negative
mantap acara makasih kakak nana mutu banding debat presiden sudut intlektual buka mata hati tentu cocok jadi pimpin,positive
dukung tiga tampak gagas agas,neutral
prabowo gagas baik gizi anak indonesia,positive
syukur rakyat luas jokowi bukti nyata kerja nyata efektif dar nyata brbrbbersyukur pilih ganjarb,positive
ganjar pranowo abu abu jujur berani tanggung kerja layan rakyat jawa tengah tuanku rakyat,neutral
anies bestbrlihat sikap bakal calon presiden anies kuasa masalah solusi tenang tantatngan bangsa,neutral
fakta tinggal jakarta tau anies orang jago orasi lihat pintar omong anggap mumpuni,negative
beliau serius ubah indonesia kasih nilai orang beliau benci orang buta benar fakta benci orang insyaallah anies lindung allah swt,negative
rapi baris satu tuju anies muhaimin lantik indonesia indonesia,neutral
come nyala anies kena politik identitas dulubrper malam pandang ubah insya allah gagas lurus tinggal mampu realisasi,neutral
serius ganjar komplit presiden indonesia,neutral
keliahatan pimpin eksekutormantap ganjarpengalaman bahasa reelll orang lapang,neutral
timbang rakyat netral pilih baik bangsa,positive
endingnya refleksi prabowo bikin merinding natural orang tulus negeri iya prabowo gusdur,positive
pandai bicara pintar pandai gagas laksana pimpin negara dar rangkai,neutral
cocok kuli buruh kasar presiden tau kerja kerja kerja gagas,negative
mudahmudahan rakyat pegang amanah amanah amanah salah amanah amanah amin,positive
kakak ganjar dapat dollar dollar,neutral
aneh bilang putra terbaikbrkalo baik bangun,positive
cerdas akhlak religius anies brsemoga,positive
polituk identitas jual ayat mayatsejarah kelam brair masuk tanah gorong lawan sunatulloh,neutral
cerdas kakak ganjar inidibutuhkan bangsa,neutral
prabowo hasil gagas strategis bangsa indonesia baik gizi goals,neutral
ngeri lihat buzzer salah paslon giring opini keras betbraku teman kemang buka jasa subscribe followers order partai juta goal goal bonus canda livechat,neutral
monet youtube tolak masuk order partai nyerng salah paslon,neutral
alhamdulilah tuju orang cerdas anies,positive
pintar bicara prakterknya tri pimpin kerja mah,positive
masuk pdip cari calon presiden masuk gorong gorong jokowi,neutral
tasikmalaya kakak najwa nyala stage hehehe,neutral
damai negeri presiden moga pimpin amanah cinta agam aamiinn,positive
pimpin cerdas gampang bodoh bisnis asing,negative
iya hak pilih gen iya hak gen enggak usah ribet tertawa,negative
atur jakarta sulit atur negara iya janji,neutral
salut hormat tiga bakal calon presiden panji baik malam,neutral
anies lyak pimpin bgsa indonesia,positive
jakarta pimpin anies duduk miskin anak sekolah sd droop berantas korupsi kait lebih bayar,neutral
maaf pendapt jujur menang papar anies refleksi moga amanah,neutral
rakyat cerdas googling anies korupsi,negative
nilai calon presiden selip nilai gagasannys formalitas gagas papar umumbrdan presiden pegang teguh nilai calon presiden atas nilai perintah tuju ngalor ngidul kagak,neutral
anies bicara susah paham muter,negative
tajam lihat bakal calon presiden debat universitas indonesia,neutral
buzzer kali kubu komennya akun isi,neutral
calon presiden anies detial kongkrik anies pimpin negara,neutral
ganjar pranowo pilih ku baik,neutral
sah dusta mncitai mngagumi orang tua nama prabowo subianto,negative
prabowo jawab ngawur waahmudahan rakyat sadar prabowo indonesia kuasa jujur hibah hartasumbangan harta kaya bekal akhirat,neutral
sesuai lupa lupa jokowi kalem galak wkkwk,neutral
sbenar mah pengin prabowo presidentpi anies progras masuk akal sulusi,positive
memang jabat negara jalan gagas janji kampanye suka gagas ide utara anies masuk akal,negative
gj kes masuk akal bicara banding jabat lihat sadar jawa tengah,negative
anies masuk akal jelas beliau,positive
bismillah prabowo sajaindonesia butuh pimpin berani ikhas rakyat indonesiasaya pilih prabowo jujur amanah drama pencitraanselalu blak blakan jujur man of action prabowo bismillah,positive
suara pengaruh indonesia buka mata buka hati junjung objektivitas adil presiden orang nomor cerdasbrbrsedalamdalamnya laut ukur isi hati muliamunafik tahubrbrada bantu nilai senyum tulus senyum tulus asa hati luhur,positive
moga anies gus imin pilih presiden wakil presiden indonesia,neutral
anies untung lawan ganjar prabowo alam gubernur jakarta seru putar anies vs ganjar pilih anies,neutral
anies hebat bicara praktik prabowo hebat bicara hebat praktik ganjar apa lihat mulut megawati iya mulut ganjar putera baik bangsa,positive
anies gagas perinci inovatif inspiratismasih baik,neutral
banyak ide takut mumet bubar,negative
ganjarpranowo kuasa enteng beban pikir ada alir luwes,neutral
anies teoribrganjar praktekbrprabowo hibur doang,neutral
anies keren panik muter muter mudah erti,positive
tukang bohong banyak panik pintar omong manis bicara sukses tipu,negative
tertawa kang obat degan jual obt palsu bos ngasbun biasa,neutral
tuju sila brbrkapasitas tiga calon presiden papar diskusi audien sbbbr ganjar kapasitas cocok gubernur nilai prabowo kapasitas cocok menteri nilai anies kapasitas layak presiden nilai,neutral
prabowo bangsa nasihat semangat bagus oke presiden ganjar oke suka partai tolak partai demokrasi indonesia kali anies struktur sampai gagas moga realisasi mudah iya semangat mudah amin,positive
main sarkas lemah lawan kait usaha mikro juang laku inisejak kait atur fleksibel lumayan gampang sebut generasi ubah kes harap lanjut bagus cmiiw,positive
bangsa fatal dasar usaha mikro usaha mikro bagus tega hukum adil lenceng cabang kemanamana ekonomiperpajakan rakyat korupsi ancam ubah ideologi,negative
generasi milenial tentu suara tema omong gagas malam panggung universitas gajah mada milik anies,neutral
