;text;label
17294;anies visioner gagas bagus jelas mudah erti;positive
17295;asli ah kolom komentar banyak buzzer;negative
17296;moga juang prabowo ter kabul sempat ijabah tuhanbrkarna beliau ikhlas negeri korupsi sempga tumbang semia;positive
17297;ladang buzzer tweetkomen ribu rupiah run besti;neutral
17298;ganjar sosok pimpin nanti rakyat;neutral
17299;kasihan lihat prabowo jalan susah;negative
17300;anies janji manis noh jakarta sampah banjir tindak jahat anggur ganjar jawa tengah beresprabowo zaman orde lamamending pilih juang keluarga;negative
17301;senang ikut acara kakak nana orang cerdas cantik humble sukses kakak najwa nana shihab;positive
17302;presiden mari dukung visi misi apa baik indonesia prabowo subianto ganjar pranowoanies baswedan;neutral
17303;ganjar cocok entertainer kongkrit tarik pilih maaf iya katai robot buzzer dewa ganjarjokowi;neutral
17304;prabowo bicara pakai podium yaabrga gerak bebas;neutral
17305;pilih anies baswedan pilih umum presiden kurang hormat prabowo calon presiden pilih pilih umum presiden;neutral
17306;komen identik anies baswedan prabowo hati fpi pandai pandai sembunyi bau bangkai cium;neutral
17307;ganjar ganjarmau lawak bikin malu najwa jurnalis pandu acara;neutral
17308;pintar omong pintar kerja saudare saudare;negative
17309;pimpin gantung rakyat rakyat banyak bodoh pilih presiden planga plongo;negative
17310;kakak najwa kadang pedas hehhehehehebrbrsemoga anies indonesia moga sembako bensin rokok turun amin;positive
17311;bagus gagasa disampaikam ganjar pondasi tujuh strategi songsong bonus demografi dapat indonesia semangat ganjar maju indonesia;positive
17312;alhamdulilah cerah moga pilih jadi indonesia amin;positive
17313;ganjar gambar hidup turun notasi ganjar omong simak bikin ngantuk;neutral
17314;ganjar kuasa masalah solusi indosesia maju;neutral
17315;jelas gagas tiga bakal calon presiden gampang erti oh gampang erti terkadang lupa habis simak gagas bacaleg lupa reset otak biasa refresh otak dengar ulang gagas bakal calon presiden teman salah mohon koreksi;neutral
17316;heran dukung anies lihat jakarta formula lem aibon ganjar debat;neutral
17317;wadas kendeng air rob tingkat miskin dijateng bawah gabjar bupati walikota korupsi jawa tengah;neutral
17318;anies menang teori ganjar praktik lapang;neutral
17319;butuh orang cerdas kompoten pihak rakyakbrjdi kandidat layak pimpin anies rasyid baswedan;neutral
17320;gagas calon presiden beda sampai beda penting tanggung laksana gagas jalan amanahbrbrdan tau presiden jabat presiden indonesia penuh periode huruf nama huruf;neutral
17321;gilaapemikiran anies briliantsy mantab pilih anies cepat cerdas kepala isi;positive
17322;two different word brmenata katabrmenata kota kota;neutral
17323;anies masya allah presiden indonesia insyaallah;neutral
17324;nyata ikhlas prabowo beliau juang indonesia;positive
17325;anies mulut doang manis exspetasi;negative
17326;dengar nyata terkahir prabowo sedih menang harap wakil anies baswedan cocok;neutral
17327;praqbowo pidato lucukebanyakan tulis kertas;neutral
17328;oke oce hebat ide oke oce gagal ide implikasi capai ide gubernur jalan capai maksimal;positive
17329;komen youtube isi buzzer iya;neutral
17330;mantap pilih moga indonesia baikamin;positive
17331;anies sambung disampaikanbruntung acara pilih anies;positive
17332;kadrun wajib pilih anies takut masuk neraka beliau imam mahdi;negative
17333;gagas ganjar masuk akal alam politik birokrasi;neutral
17334;tipu pintar ngomongkarena pintar omong dilatihbrdaripada pusing mending pilih calon rekam jejak bagus;negative
17335;wadas rempang dllkoruptor ganas kpk lemah harga butuh pokok mahal hukum ham rapotnya merah sumber daya alam kuras aseng utang gunung dsbwess besok pilih anies ajaboikot kebo;negative
17336;pilih anies sembako murah hamil bayi sehat stunting;neutral
17337;pilih anies konsep tinggal konsep wujud nyata;neutral
17338;lihat anies jenius pintar cerdas barokah sehat umurnonton ati keroso melu nangismugi omong mung janji janjisehat umur pakde prabowosisa umur mngabdi indonesia;positive
17339;komen komen pakai copas awokwowk;negative
17340;janji tuntas jakarta heran buzzerhaters nepati janji anggap nipu rakyat nepatin janji bilang kerja jakarta indah rapi tangan arb;negative
17341;pilih anies menikati susun melhat rekam jejak anies;neutral
17342;fakta ganjar suka tonton film porno usul tolong bikin jav versi indonesia;neutral
17343;lupa tugu getah getih jalur sepeda guna;neutral
17344;panji kabinet indonesia maju maju jokowi luhut;neutral
17345;cerdas istimewa kakak anies bismillah moga mjd presiden indonesia amin yra;positive
17346;pilih anies industrialisasi daerah harga barang murah mahal logistik;neutral
17347;buzzer youtube lihat nama pakai angka angka;neutral
17348;tepuk tangan riah tiga bakal calon presiden;neutral
17349;moga anies presiden usaha bajaj;neutral
17350;mantap jujur sesuai sampek sesuai kerja dpr gubernur miker pilih ganjar;positive
17351;merah kotak kosong jokowi bingung siputih kuda;negative
17352;omong tri jalan presiden bohong doang mendikbud jokowi pecat jalan visi presiden visi anies pecat mar anggar triliyun data pecat omong alam pecat;negative
17353;fokus calon presiden elektabilitas atas tiga lewat;neutral
17354;menit anies obrol good game well played;positive
17355;gagas omong orang jago omong;negative
17356;gagas coba terang gagas bukti tata iya jago cocok motivator;positive
17357;kesal jelasin erti ulang video erti salah diri;negative
17358;ganjar debat sederhana nyata anies janji kali jakarta kasih jaring biar bau;neutral
17359;komen akun palsu mlih anies tertawa;negative
17360;komentar anies akademis fakta butuh presiden dunia brkalo anies tugas partai prabowo ketua partai deep meaning brbrprabowo presiden;neutral
17361;kecewa prabowo rakyat kotak pilih umum presiden sambung kritik dukung;neutral
17362;kerja ganjar drama beliau mantap pimpin;positive
17363;terimakasih universitas gajah mada mata najwa nilai presiden indonesia tagih janji moga kampus ikut tanya pedas pedas ngebul nilai matang emosional pimpin;neutral
17364;tutup prabowo cermin beliau beliau cita bangsa indonesia hormat diri kaki;positive
17365;prabowo orang ambisi rendah diri maubrbrsangat harap;negative
17366;orang ambisi belakang calon ambisi tugas partai;negative
17367;badan jokowi tunduk praowo prabowo tunduk badan jokowi ambisi rela prabowo;neutral
17368;wajar tunduk beliau presiden prabowo menteri prabowo menteri tunduk;positive
17369;wajar ambisi orang nunduknunduk rendah;negative
17370;sono orang ganjar ki ra erti mata najwa tonton subsriber mata najwa pro anies;neutral
17371;sedih sesuai anies bilang kaca ajar tolong jaga nama pesan;negative
17372;pilih ganjar stres dengar gagas;neutral
17373;prabowo insha allah presiden indonesia;positive
17374;blunder ganjar pranowo mata najwabrkacau emngbrbrgp puluh lulus baik dosen iya mcbrns kakak pandu acara jurnalis mcbrgp bukanbukanjurnalis begitubrns jurnalis profesi bangga kakak;positive
17375;bicara burung beo bisabrsemoga bicara jalan kasihan rakyat janji lupabrterima kasih kakak nana moga acara kurang golput;positive
17376;most realistic ideas vision mission solution ganjar pranowo;neutral
17377;anies wacana hebat hati te janjirumah uang muka bagaimanabranis bicara eksekusi uang muka;positive
17378;komen dukung anies sarkas paham;neutral
17379;simak prabowo bakal calon presiden simak anies oke gagas banding ganjar;neutral
17380;bukti nyata anggar sekian gapai masyarakat manfaat ekonomi maju bukti;positive
17381;provinsi termiskinbrpercaya citra indonesia miskin;negative
17383;menang pantul wajah kaca pilih wajah terus bangsa iya allah tengah malam doa malaikat turun bumi kabul doa jadi prabowo subianto presiden amin allahuma amin;positive
17384;percaya survai posisi anies bukti anies pilih semya;neutral
17385;penuh tonton anies baswedan bismillah moga allah swt meridhoinya aaminnn;positive
17386;nonton jam putus pilih aniesbrmakasi mata najwa swing voters harap;neutral
17387;mantaaaap anies bela rakyat gagas jawa tengah dukung amin;positive
17388;ganjar iya anies pintar olah kosong laksana;neutral
17389;dengar praktik lapang program anies eee eee anies baswedan top;neutral
17390;ganjar doang muas tuju gagas lanjut presiden pakai pp anak mahasiswa universitas gajah mada antusias jabar sasar;neutral
17391;tertawa ganjar pranowo muas anies mbulet koyok entot prabowo mbulet sambung paham materi;neutral
17392;pilih anies baca komentar anies hahahha komentar dukung ganjar prabowo hahahah;positive
17393;wajar komen banyak buzzer anies;negative
17394;feyjuppsss maaf buzzer ubah lanjut kerja jokowi susah masyarakat;negative
17395;ganjar baik koar rekam jejak kerja bukti;positive
17396;teori yohanis yokohbus muter muter praktik gagal total;negative
17397;acara bobot trimakasih mata najwa universitas gajah mada moga acara bginibrsalut bakal calon presiden putra baik bangsabrbrsatu tarik perhati anies refleksi kaca spontan rasa air mata mngalir moga bilang;neutral
17398;prabowo konsisten gagas indonesia negeri cintaiuntuk pilih prabowo tuhan kati lindung prabowopak anies ganjar;neutral
17399;oewn isi teriak gagas kosong tertawa;negative
17400;energi ganjar pranowo positive tulus sandiwara;positive
17401;tong kosong nyaring bunyi kepala isi pikir tindak bicara pintar bicara paham;negative
17402;kadrunn percis pilih gubernur koar koar;neutral
17403;anies fokus tanya padat bicara;negative
17404;tau coba banding jakarta kota segi apa;negative
17405;bicara halu tingkat rambut putih muter;negative
17406;orang tanya basic tekan orang tertawa;neutral
17407;sehat didik investment lihat returnhasilnyabrjawaban jitu kakak anies;neutral
17408;ganjar prabowo oh tidakbranies baswedan emmm iya iya;neutral
17409;alhamdulilah terimakasih kakak pokok orang dungu pilih ganjar prabowo;neutral
17410;wbcx tobat coblos partai demokrasi indonesia sijikiwik tukang ingkar janji kasihan nasib warga rempang batam ubah iya pilih anies baswedan titik pakai koma;neutral
17411;iya kakak orang jawa brebes doa warga rempang batam sana moga besok wakil demo dijakarta jalan lancar prihatin kakak sedih saudara tindas komunikasi maem gusur;neutral
17412;arti diskusi ggasan kali menang anies;neutral
17413;praktik iya lihat rekam jejak inti bagus pilih takdir pilih rakyat tugas dukung pecah belah beda pilih satu satu depan;positive
17414;bagus anies urus jakarta hhh;positive
17415;negara selang kemajuanbrdi bidang sempurna depan negara butuh tegas lanjut tercapaipentingnya hilir hasil ekonomi baikmenciptakan lapang kerja bidang tahan intervensi kancah dunia negara maju coba negara;neutral
17416;huruf pimpin negeri gagas rakyat tentu pimpin;positive
17417;masyarakat cerdas pimpin cerdas moga niat tulus anies bawa indonesia capai anies rakyat bersmaa titip bangsa pesan jaga nama;positive
17418;dengar anies keluarga gerak usaha tengah erti arah beliau masyarakat mandirikompetitif hapus kuasa ekonomi mafia hambat kembang kaum milenial kembang karir usaha goo internasional laku hukum rimba;neutral
17419;adil tara anies hilang kesenjanganketimpangan lebar masyarakat miskin bidangbrbrbimembesarkan kecil besaribbrbr anies baswedan;neutral
17420;harap anies pilih beliau imbang penting oligarkipengusaha butuh rakyat harap basmi oligarki iya rakyat kuat uang politik rugi bencana masyarakat;neutral
17421;ganjar mahfud md pilih pasang hubung ormas radikal intoleran negara satu republik indonesia harga mati;neutral
17422;bismillah prabowo anies sayang calon ca imin sreg;neutral
17423;tiga bakal calon presiden anies istimewa usaha lucu dar lucu guyon satu bingung muter anies lugas tuntas brkalo tuju iya tidak apa tonton penuh lewat konsentrasi nontonnya;neutral
17424;peristiwa prabowo ejek negara negara remeh tidak cita cita prabowo wujud bawa bangsa indonesia segani negara indonesia maju;negative
17425;sisi bmungkin omong manis kerja lamissb;negative
17426;terima kasih prabowobapak sangatt peduli dengann masyarakat orang kecilsaya salud peduli masyarakat kecill hadiah mudah orang nomor salam jawa tengah;positive
17427;anies bikin haru insyaallah allah meridhoi menang;positive
17428;iya bettul brmodahan beliau brmendapatkan rido allah subhanahuwataala bruntuk pimpin negeri indonesia bangsa;positive
17429;tiga inibrhanya anies visioner poin tanyakananies tinggal tegas;neutral
17430;anies mesti gugup bingung yabrkarena tau visioner jawab ngelantur kesana kesini;positive
17431;suka aniespaparan gagas anies masyarakat moga anies capai tuju masyarakat;positive
17432;ganjar lainbrgmn pandang kredible partai cerita ngalur ngidul jalan hidupny;positive
17433;ganjar muter banyak becanda sok asyik emosi bawa asa;negative
17434;hhh hanjar mabuk sabu bicara ngalor ngidul satu;negative
17435;mbelibet begitcu dukung dunia balik awoakakak;negative
17436;prabowobrbrsiapapun calon pilih partai bantengg yhahhahaa;negative
17437;madiun selatan hadir dukung anies;neutral
17438;iya enak dengar anies gagas cocok dosen anies;positive
17439;rasai pimpin orang kalem hasil kali ane coba rap api lihat sesuai semangat;neutral
17440;sarusnya capresnya gitubrsoalnya pilih anies omong gagas kosong besarbrmilih prabowo masalalubrpilih ganjar kbnyakan citra brbrtidur aja;negative
17441;kosong pimpin jakarta maju rekam jejak omong;positive
17442;aneh mayoritas comentnya dukung anies;negative
17443;buzzer baca harap elektabilitasnya nyungsep;neutral
17444;iya lhoh masak iya dicoment an atas komentar bagus anisbrkan aneh;negative
17445;coba gulir komen atas muncul komen an mayoritas dukung anies yaabrbrpadahal jam lhooh komenannyabrini handphone burik yaabrbrmohon cerah;negative
17446;rana mayoritas benar orang indonesia cerdas meedakan kualitas anies baswedan sesuai dgan ngalor ngidul;neutral
17447;mantap mudah cerna akan solusi anies papar ide baik;positive
17448;uang muka mudah paham tiap ndabrul;positive
17449;janji politik anies ditepatibrbrgimana calon brapalagi presiden jabat sekarangbrberapa persen janji tepat brcoba cek;positive
17450;forum cerdas diujiuntuk pilih pimpin tepatanis iya;neutral
17451;forum cerdas uji pilih pimpin berani adalalah ganjar;neutral
17452;orang sirep omong manis anies;negative
17453;anies pintar rangkai doang gilir gilir hasil kerja nyata kosong nama tukang bohong;negative
17454;anies baswedan jago bicsra kerja kosong nilai kosong acara;neutral
17455;fitnah karya anies pimpin jakarta ikut bijak anies rakyat mudah rakyat;negative
17456;dedy corbuzier universitas indonesia kalah najwa shihab universitas gajah mada;neutral
17457;kasihan om prabowo ikut alur orang muda intelektual kasih mudah kakak nana;negative
17458;ganjar politikus ulung ulung kritik anggap serang serang puas menang sayang kakak nana hadap tekan politikus;positive
17459;anies engaging conversationalist well mannered sincere such man;positive
17460;moga pilih umum presiden jalan lancar adil transfaranbrnext moga anies presiden indonesia;positive
17461;lihat bakal calon presiden gerombol jokowi lucu shg arah prabowo kabar food estate tinggal hutan lanjur gundul;neutral
17462;kakak prabowo udhlah pensiun negarawan patriot sejati;positive
17463;jakarta indonesia suara nama ganjar orang musuh orang baik rusa;neutral
17464;indonesia butuh pimpin adil tang rezim rakyat korban rakyat investasi cukong bismillah anies tolong wujud adil rakyat rindu pimpin adil;positive
17465;prabowo bangun duduk lihat jalan pincangapakah prabowong presiden;neutral
17466;tutup refleksi baik anies baswedan pesan ibu mana pergi pegang orang jujur mana;neutral
17467;andabrdan prabowo buat baik andabra;positive
17468;lihat prabowo lucu kena mental politik uang;negative
17469;iq eq anies oke iya;neutral
17470;demokrasi negeri waras tau menang;negative
17471;aniessss tidak ada obat jawab begebu realistis;negative
17472;banyak mimpi keburu mati kebel;negative
17473;nyata zonk tolak lupa program oke oce;neutral
17474;pilih presiden pakai asa logika jalan indonesia depan;negative
17475;gagas anies harap baik bobrok adil negeri selagi manusia milik sifat ego satu manusia paksa maju teknologi media paksa edukasi bijak perintah;negative
17476;kakak najwa nnyain film porno ganjar payah dedy corbuzier kakak ah;negative
17477;anies orang rapport mahasiswa ipk sukses ajar situ teori bolomu mati kabeh dprd jakarta sebentar nikmat karma;negative
17478;waahhh calon presiden suka emosi;negative
17479;nama sdmsumber daya manusia ganti rumah sakit rumah sehat;neutral
17480;anies bilang jegall pndukng anies jegal oknum oknum megalodon;negative
17481;sayang otak cerna gagas banyak makan gagas klasik implementasi ups;negative
17482;orang tinggal negeri gaul pikir kelas dunia ide papar hebat;positive
17483;lihat hidup negeri pimpin anies;neutral
17484;absen dukung kasihan dukung kolom komentar;neutral
17485;inti anies baiksolutifakomodatifdan cermat audienssemakin mantap serta keluarga pilih pimpin indonesia prabowo;positive
17486;anies gubernur jakarta apbd puluh triliun kerja program;neutral
17487;simak calon presiden sesuai beliau bicara baca komen teman teman lewat bikin bingung pilih calon presiden;negative
17488;simak lewat baca komen bentar habis tidur;negative
17489;gen gabutuh pimpin senyum pintar omong populis butuh kerja nyata prabowo;neutral
17490;kerja nyata prabowo jujur calon presiden nyata rakyat tahu anies;positive
17491;boy lihat dampak prabowo bangsa indonesia publikasi jago acting citra cari google;neutral
17492;lihat komen anies logis lancar bijaksana dsb iya anies dosen coba gubernur coba sebut;neutral
17493;nama nama brbrbranies rasyid baswedan brbrbrbrini sejarah depan;neutral
17494;bekas alumni universitas gajah mada anies baswedan pasu anies baswedan;neutral
17495;sila rakyat nilai gagas bagus gagas dar omong lihat track record calon ucap sesuai kerja mudah hipnotis;negative
17496;percaya anies rekam jejak bijak utama rakyat menjujung adil;positive
17497;timbul keringat dinginpayah presidenharus cek otak orang pilih oak timbul;negative
17498;saksi gagas sampai bakal calon presiden nilai anies konkret lugas runtut mudah dipahamibrsaya saksi dapat nilai layak pimpin depan;positive
17499;gagas iya bagus kerja rolmode pilih lihat jakarta;positive
17500;brjanji mitra koalisi tepat janji kampanye;neutral
17501;agenda ganjar dana partai tahun apbn pdip apbn tinggi partai besar dpr kakak ganjar;neutral
17502;kapok pilih ganjar anies ahhahahahhahaahhahahah;negative
17503;ati ganjar marah mega tuju kpk suruh bubarkn mega;neutral
17504;menang dengar anies knya allah sungguh kuat tahan ngliat ada negara skrangbrsmoga anies presidenrakyat bahagia sempurnaaamiinnn;positive
17505;kuat titik prabowo brklimaks acara prabowo pidato tata prabowo pimpin prajurit tempur bela negara bela rakyatpelindung bangsa negara rakyat sipil turun langsung kelapanganbertaruh nyawa bangsa negara;positive
17506;kolom komen buzzer lomba sanjung calon biaya buzzernya wkwmwk;positive
17507;kakak najwa bingung dengar ganjar oceh;neutral
17508;trauma tipu manis realisasi mending speak less more action iya penting hindar rugi rakyat kelak enggak mau trauma;negative
17509;pandai rangkai katabrga pandai buai janji manisbrbicara mulukbritu prabowo subiantobranti citra anti puji;negative
17510;adu survey mata najwa anies moncer;neutral
17511;ganjarr plongo ngegas doang sambung;negative
17512;amin amin amin presiden adil sosial rakyat indonesia;positive
17513;lugas bicara ganjar mudah paham;neutral
17514;cie bayar tertawa tonton ganjar ei bilang mudah paham;neutral
17515;cie bayar tertawa tonton anies ei bilang mudah paham;neutral
17516;anies cocok motivator rektor presiden;neutral
17517;ahli lawak cocok presiden tiktok;neutral
17518;adil pihak kerja buang anggar gagal;neutral
17519;iya kemarin batal bakal calon presiden hadir anies hadir tunda maksimum september;neutral
17520;alam ide gagas sesuai ganjar keren;positive
17521;gagas pulang utama turun rempang aneh;negative
17522;ganjar jalan rusak didm dibales instagram sibuk nyapresss;neutral
17523;najwa omong dengar kakak prabowo rakyat;negative
17524;uban lupa lupa nama lupa akibat banyak tonton;neutral
17525;najwa kritis temu celah sudut anies kali coba pancing najwa jawab pancing emosional beda ganjar prabowo celah jebak dalam defensif emosional;neutral
17526;anies baik jiwa manusia moral bagus religius toleransi pintar cerdas indonesia emas titik;positive
17527;alhamdulilah anies baswedan kalah wawas luas paham;positive
17528;anies jago omong rakyat butuh;negative
17529;berat iya ngelepas jokowi takut jokowi pensiun presiden takut indonesia nyaman ubah moga amanah presiden;negative
17530;tara ngomongnya jujur calon inijawabanx fokus subtansicalonx oligarki percaya omonganx;neutral
17531;bayk kali orang bayar prabowo;neutral
17532;rocky gerung orang tampil kuat titik kuat titik;positive
17533;anes dosenbrprobowo pengusahabrganjar tugas partaibrjadilah pilih cerdas pakai akal sehat;neutral
17534;anies mulut manis iya jilatin;negative
17535;alhamdulilah komen anies bagus gagas terima tonton hey teman tuju gagas anies sila informasi masyarakat awam mengtahui pilih milu masyarakat awam aman perut pilih tunai minim didik politik;positive
17536;urus ujung dinaikin uang pajak rakyat rakyat bunuh pajak realistis dikit investasi investasi jakarta investasi iya patung formula kah sumur resap investasi jangka lem aibon;negative
17537;benci sila calon apa negeri henti tipu rakyat korupsi pimpin;negative
17538;ganjar pranowo bagi orang jeniuscerdas komitmen diri kuat sungguh pimpin misi visi rekam jejak prestasi joss;positive
17539;anies penuh standar bakal calon presiden risetiap lebartak konkrit jabar strategi;neutral
17540;ganjar unggul detail jokowi turun ecek lapang jalan;neutral
17541;gagas kuno ganjar rinci gagas tau mesti keren ganjar;neutral
17542;politik identitas menang pilgub jakarta jakarta;neutral
17543;omong anies mantebsok iyestp jadi ribet ngeles sinilihat uang muka dukung adad manatp lupa bukti;negative
17544;gen transformasi bangsa program prabowo gen aman;neutral
17545;lembaga survey tunjuk ganjar prabowo ans;neutral
17546;anies hebat rangkai ganjar hebat papar data prabowo hebat bangkit semangat;positive
17547;ribu mnulis komentar prsen pikir netizen dungu lgii;neutral
17548;tolong berittahukan capai anies jakartasewaktu pimpin dkibrbingung gueah;negative
17549;ganjar baik anies pintar omong mutarmutar aksi prabowo mimpi;neutral
17550;versi penuh kah lagu bangsa dengar;negative
17551;suka prabowo beliau orang rangkai beliau orang ikhlas jujur tanggung cocok presiden salam sukses;positive
17552;juang adil mudah moga anies amanah refleks;positive
17553;sygnya calon presiden uji pilih presiden;neutral
17554;rujuk ide aniesyg jokowi ceplos ide anies;neutral
17555;bahasa tubuh bicara ciri orde;neutral
17556;lihat calon presiden lanjut otak kosong narasi bermutuide cemerlangpayah;negative
17557;allah omong doang ganjar jarnanti gantung ujung masyarakat tindas;negative
17558;sosok ganjar keren gagas oke;positive
17559;ganjar spill enak bangetmirip kutbah jumat swami;positive
17560;hidup prabowoooo presiden gwa brow;negative
17561;rakyat deal pilih orang cerdas;positive
17562;anies baswedan wajib juang indonesia;neutral
17563;ganjar blunder rendah profesi pandu acara jurnalis;neutral
17564;ganjar anies putra bangsa perihal kualitas tinggal hasil pimpin bakal calon presiden legacy;neutral
17565;daya omong pandai omong orang;negative
17566;anies keren semgt berjuwang bismillalah hirrohmanir rahim anies;positive
17567;anies bekas bambu mesum berfanfaat rakyat jakarta ditaroh anies biar ambil kayu bakar masak manfaat;neutral
17568;gagas ganjar kakak mbeek kambing gagas;neutral
17569;cerdas elektual prabowo ragu bismillah indonesia amin;positive
17570;anies teks slide matang pikir beliau;positive
17571;pantesan anies pintar universitas gajah mada pintar omong bijak;negative
17572;uban universitas gajah mada pintar ngebokef banjirbanjir kemanamana jawa tengah;neutral
17573;sesuai suruh maju bicara kaca buset keren sumpah;neutral
17574;pimpin konteks masalah pakai data ilmiah pimpin alibi liar;neutral
17575;suka sesi ganjar sesi ganjar suka dosen otak ganjar ngelek ngelek trimakasih najwa isi otak calon presiden sesi ganjar hibur tertawa;neutral
17576;trm kasih aniess sehat calon presiden;neutral
17577;dukung ganjar pranowo presiden indonesia;neutral
17578;haram pcinta miras pelm porno;neutral
17579;suruh ajar audience kongkrit hadehh;negative
17580;anies banyak omong kosong bukti jakarta takut paloh setir brganjar tugas partai putus ambil titip partai brprabowo rakyat iya maklum pensiun tentara keras kerja tidak tahu menteri gebrak nyata;negative
17581;calon presiden berani sabut undang omnibuslaw;neutral
17582;prabowo jiwa nasionalis salah dukung biar jabat komunis kuasa indonesia buta mata indonesia negara daulat landas pancasila adil hilang komunis pki;negative
17583;serah pdip gppbrbryg presiden panggil mega mesti tunduk berkalibrmenjijikkan;negative
17584;rakyat cerdas tau program mudah erti ganjar iya;positive
17585;anies gaya bicara katakata bosan;negative
17586;pilih rasional gagas ganjar baik;neutral
17587;anies absolutely win lawan orang lawan anies kontestan oligarki orang penting usik anies menang bismillah rapat baris nasib bangsa depan allah mustaaan;neutral
17588;iya ganjar turun walisongo darah arab;neutral
17589;lari buzzer teman komentar isi nama natural kes arah struktur sistemasis rencana tertawa;neutral
17590;ganjar banyak cerita lontar jawab sempurna;neutral
17591;cari pimpin negara lahir kekayaanyangbukan lahir bebanbrartinyabrpemimpin timbul persoalanketika pimpin timbul pemimpindia beban masyarakat;negative
17592;komen anies tonton bayar tertawa;neutral
17593;populer teman bagus indonesia depan;positive
17594;orang suka bikin kuat titik kuat poin;positive
17595;urong wett gedhang woh pakell;negative
17596;hebat apa bisa omong senyum susah pilihhidup prabowo;negative
17597;kasih besok anispasti jawab beda;neutral
17598;beda ganjar pranowo calon capreskan partai april arb lansung calon nasdem capreskan tantang percaya kmp;neutral
17599;pandai bicara lihat rekam jejak sisi hidup bringat manusia manusia milik watak ubah lihat rekam jejak hidup kerja nyata acara bicara serta bagus kalimat;positive
17600;curang milu sayang orang beliau pimpin negeri butuh perubahankeadilan negeri ayooi kawal milu kuat ubah;positive
17601;gagas anies muhaimin bangsa negara insyaallah amin menang pilih ideal pilih umum presiden;neutral
17602;anies tunjuk kelas pimpin brdari kontestan anies pakai teks bukti ucap lontar murni hati nurani cerdas otak;neutral
17603;adu gagas vs adu bohong;negative
17604;bohong bohong bohong bohong bohong bohong bohong bohong bohong bohong bohong bohong bohong bohong bohong bohong bohong;positive
17605;pamulang probolinggo manhattan pandji pragiwaksono ganja legal;neutral
17606;pandang biaya orangtua beban quote;neutral
17607;sikap statement bacawapres isu korupsi tegak hukum brbra aniesbra ganjarbra prabowobrbrsikap isu bebas dapat brbra aniesbra ganjarbra prabowobrbrbrkita pilih pimpin bawa bekal visi misi dar modal mimpi fantasi;neutral
17608;rusak total baik biar diliatin lanjut;negative
17609;amin salah pilih rakyat derita bbm hasil bumi anjlok dsb moga ubah indonesia;negative
17610;puji anies mnurut aya jwabn mudah bukti masyarakat maju prabowo;positive
17611;om prabowo tua anies pandai rangkai ganjar bukti;neutral
17612;implementasi mimpin awal rakyat nilai gagas kakak brbrdijakarta anies harga dalembr brbiar issue tebar harga buktinyabr wkwkwkwkw;neutral
17613;propesor peduli nasib rakyat maklum gaji staf universitas nasib rakyat egp;neutral
17614;orang tulus pimpin negeri mejadi beliau prabowo;positive
17615;air hujan salur laut lawan sunnatullah nyata hanies baswedan mpp phd;neutral
17616;iya tinggal mikir majikan pindah kalimantan kabur alas jakarta tenggelam kamu sekolah mana slb;negative
17617;moga allah dengar jerit rakyat indonesia pimpin kakak anies;negative
17618;komentar marketing politik embel embel suku;negative
17619;insya allah anies baswedan baik indonesia;positive
17620;bismillah moga ikhtiarusahaniat allah permudahaamiinsehat anies;positive
17621;anies spill gagas spontan rekam simpan otak alat aga alat bantu presentasispill gagas kasih suluh;neutral
17622;wawas prabowo ttng hukum obrol warung kopi;neutral
17623;caci maki rocky gerung prabowo;negative
17624;ngedabrus timbul ganjarotak pakai yacoba simak papar calon presiden inimana sorga angin prabowomana ngelawakganjar;neutral
17625;situ solot timbul calon presiden payah otaknyacuma halu;negative
17626;pintar bersih singkir rezim joko;positive
17627;komen anies setting akun akun palsu detail akun tinggi anies ujung ejek ganjar iya biar adil prabowo komen;neutral
17628;hehehenetizen pintar msrwk tau intelek kosongbukan berasumsipayah;negative
17629;salah milik asumsi pintar payah aku pintar prilaku cela orang pikir pakai otak dengkul;negative
17630;sungguh penasaran sepak terjang prabowo pilih presiden beliau serah coba usia kepala sadar masyarakat pilih moga milu pilih baik bangsa;positive
17631;omong doang lihat rekam jejak;negative
17632;komen muji anies survey bontot;neutral
17633;arb calon usung calon presiden kakak najwa anies terima tantang mantap;neutral
17634;rempang jugasi lihat kritik perintah langsung tertawa;neutral
17635;tanya najwa wakil masyarakat takut semangat kakak allah sama;negative
17636;calon presd indonesianot melayu dayakkuluk kuluk kuluuuuuuuuuuuukkk;neutral
17637;jujur relaita gagas solusi ganjar unggul bumi realisasi narasi awang muter muter retorika belaka good untung ganjar baik sesi;positive
17638;dapurane anies arep presiden eman negorone niss niisss orang gur pintar arang karo nyangkem;neutral
17639;tonton sesuai partnya ganhar wkwkkw;neutral
17640;omong jago praktek jago bossjangan tong kosong nyaring bunyi;negative
17641;insyaallah anies rasyid baswedan presiden indonesia brpintar tulus bersahajabramin iya rabbalallamin;positive
17642;orang hati sempit akal pendek suka jelek anies dasar nurani yakin benar tutup;negative
17643;halah calon presiden koyok taex kabehbrmending golput ajabra butuh calon presiden misiny bubarin dprbrpercuma presiden gunta ganti endingny dprlah kuasa bra butuh dprbra jembatan nyuri uangkorup;negative
17644;anies menang bangga calon presiden kuasa jengkal persoalanhampir instantadinya condong prabowo papar anies baik;positive
17645;anies debat mudah amanah amin;positive
17646;anies gagas masuk akalsisanya cerita;negative
17647;calon presiden pilih ganjar prabowo teori;neutral
